code,name,.,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润?,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益
SZ001217,华尔泰,--,0.08%,12.06,0.01,12.06,12.08,1944600,23668173,28700--,-0.17%,-0.17%,-0.41%,-0.92,1.36%,-7.81,4002352200,1727037800,43.15%,1118050,826550,1.35,--,无,无,-0.02,0.54,10.57,144892760,2,0.44,其他化学原料,化学原料,12.05,12.11,0.50%,12.31,11.99,-12.61%,-11.65%,-11.06%,-36.89%,2.66%,8500,2546,4195,--,-34.81,--,331870000,143203800,159574470亿,-20.26%,6.02,5,3.24,--,--,--
SZ002153,石基信息,--,0.08%,12.39,0.01,12.39,12.4,4807675,60305197,68500--,-0.32%,-0.32%,-1.51%,-1.24,0.39%,-26.45,26011317000,15243263000,58.60%,2828503,1979172,1.43,--,无,无,0.01,0.73,,34610522,3.25,0.02,软件开发,计算机应用,12.38,12.58,1.62%,12.8,12.3,-8.43%,-12.50%,-4.91%,-39.58%,4.04%,3820,20800,16128,0.01,13.06,--,2099379900,1230287540,53501663亿,-42.18%,3.82,5,-0.73,--,--,--
SZ300418,昆仑万维,--,0.08%,12.42,0.01,12.42,12.43,7934041,99260119,2400--,0.08%,0.08%,-2.13%,-0.73,0.74%,-16.64,14618764000,13269539200,90.77%,4189454,3744587,1.12,--,无,无,0.02,0.98,12.28,643138720,1.3,0.546,游戏,传媒,12.41,12.69,2.26%,12.71,12.28,-4.97%,-9.74%,-15.34%,-46.20%,3.46%,21648,64000,12969,0,7.45,--,1177034140,1068400900,692270780亿,-35.64%,9.58,5,-2.86,--,--,--
SZ300767,震安科技,--,0.08%,50,0.04,49.97,50,1626876,81287934,11660--,-0.02%,-0.02%,-0.52%,0.07,0.80%,33.75,12361395400,10188298100,82.42%,805711,821165,0.981,--,无,有,-0.05,1.35,161.2,54637102,8.34,0.221,其他橡胶制品,化工合成材料,49.96,50.26,0.60%,50.88,49.41,1.87%,-3.96%,-9.75%,-42.45%,2.94%,4800,2328,8733,--,-33.75,--,247227910,203765960,68676653亿,-16.47%,6,0,14.63,--,--,--
SH688385,复旦微电,--,0.08%,76.24,0.06,76.24,76.34,3237315,249182810,21903--,0.14%,0.14%,-1.73%,-0.96,1.09%,-24.93,62097632000,22643814000,36.46%,1823688,1413627,1.29,--,无,无,0.03,0.76,73,530531480,16.81,0.65,集成电路设计,半导体及元件,76.18,77.58,1.84%,78.18,76.01,-4.78%,-2.82%,8.91%,51.65%,2.85%,136,1463,9017,0,4.15,--,814502000,297007000,544912150亿,173.00%,4.53,1,9.67,--,--,--
SH605319,无锡振华,--,0.08%,12.93,0.01,12.91,12.93,500500,6479304,5600--,-0.39%,-0.39%,-1.15%,-0.12,0.72%,23,2586000000,905100000,35.00%,292300,208200,1.4,--,无,无,0,0.78,39.12,15503473,1.48,0.08,汽车零部件,汽车零部件,12.92,13.08,1.24%,13.08,12.88,-4.22%,-6.64%,-6.30%,-23.08%,1.55%,1400,700,1172,0,--,--,200000000,70000000,19720119亿,-61.62%,8.73,5,0,--,--,--
SH603330,上海天洋,--,0.08%,12.99,0.01,12.98,12.99,5222660,67315567,37900--,-0.08%,-0.08%,-0.76%,0.78,1.57%,-18.41,4323408200,4323408200,100.00%,2870474,2352186,1.22,--,无,无,0.03,0.41,58.17,32139534,4.02,0.1,其他塑料制品,化工合成材料,12.98,13.09,0.85%,13.2,12.6,0.31%,-2.48%,-8.33%,3.80%,4.62%,16900,6400,15369,0,11.28,--,332825880,332825880,41005045亿,-52.72%,3.23,2,-2.04,--,--,--
SZ300585,奥联电子,--,0.08%,13.06,0.01,13.05,13.06,1669800,21726696,32100--,0.00%,0.00%,-2.17%,0.37,1.04%,-66.67,2234711100,2089477600,93.50%,955190,714610,1.34,--,无,无,0.09,1.01,64.28,20226077,3.1,0.118,汽车零部件,汽车零部件,13.05,13.35,2.30%,13.38,12.86,-5.16%,-3.33%,-7.31%,-7.11%,3.98%,500,22300,4285,--,39.77,--,171111110,159990630,22100381亿,1.64%,4.21,2,-9.74,--,--,--
SH603663,三祥新材,--,0.08%,13.24,0.01,13.23,13.24,2465644,32768285,34900--,-0.23%,-0.23%,-1.12%,-0.38,0.82%,-37.19,4002055200,3984353300,99.56%,1418848,1046796,1.36,--,无,无,-0.04,0.7,29.49,82236790,3.51,0.272,其他小金属,小金属,13.23,13.39,1.21%,13.47,13.09,-6.10%,-4.95%,-8.37%,-32.96%,2.87%,1500,700,9146,0,-46.46,--,302270030,300933030,103479040亿,74.86%,3.77,4,2.69,--,--,--
SZ002860,星帅尔,--,0.07%,13.43,0.01,13.43,13.44,8806269,118248347,301400--,0.00%,0.00%,-2.68%,0.02,4.02%,1.77,4119337100,2944744700,71.49%,4852701,3953568,1.23,--,无,无,0.03,0.61,30.42,76759988,3.11,0.26,其他白色家电,白色家电,13.42,13.8,2.83%,13.8,13.2,-10.47%,-20.15%,-21.42%,-22.46%,4.47%,31200,4500,10050,--,2.79,--,306726520,219266170,88453452亿,-9.94%,4.31,5,-19.98,--,--,--
SZ002873,新天药业,--,0.07%,14.23,0.01,14.23,14.24,1834738,26337249,14100--,0.00%,0.00%,-0.91%,-0.88,1.16%,-53.89,2358328100,2250847600,95.44%,976940,857798,1.14,--,无,无,0.02,0.99,21.21,57447639,2.52,0.347,中药,中药,14.22,14.36,0.98%,14.57,14.12,-1.39%,-6.75%,-10.84%,-29.13%,3.16%,2646,400,4524,--,24.33,--,165729310,158176220,67436925亿,22.65%,5.64,0,-2.56,--,--,--
SH603217,元利科技,--,0.07%,28.53,0.02,28.53,28.54,1205948,34573254,23480--,0.00%,0.00%,-1.62%,-0.49,1.59%,48.3,5940128600,2162909800,36.41%,823284,382664,2.15,--,无,无,-0.01,0.52,12.27,299818920,2.13,1.44,其他化学制品,化学制品,28.51,29,1.72%,29.1,28.33,-5.47%,-7.10%,-9.20%,-8.48%,2.70%,5720,100,5514,0,-15.51,--,208206400,75811771,354659240亿,70.66%,13.39,3,0,--,--,--
SH688203,海正生材,--,0.07%,15.03,0.01,15.03,15.04,610675,9350199,500--,-0.13%,-0.13%,-0.46%,-1.87,1.32%,-15.04,3046251400,694493800,22.80%,294412,316263,0.931,--,无,无,0,0.9,87.42,21360228,2.14,0.105,改性塑料,化工合成材料,15.02,15.1,0.53%,15.79,15,-5.53%,-9.07%,-11.69%,-9.89%,5.26%,79,1000,1049,--,-2.78,--,202678070,46207172,22603425亿,-1.97%,7.04,5,0,--,--,--
SH688309,*ST恒誉,--,0.07%,15.38,0.01,15.33,15.36,75727,1165586,200↑,0.00%,0.00%,-1.03%,-0.08,0.17%,-15.34,1230565070,691479280,56.19%,55909,19818,2.82,--,无,无,0,0.95,,13581610,1.73,0.17,环保设备,环保,15.37,15.54,1.11%,15.54,15.28,-3.21%,-6.11%,-5.64%,-26.80%,1.69%,2207,2200,79,--,-1.42,--,80010733,44959641,16809884亿,32.63%,8.91,4,0,--,--,--
SZ300602,飞荣达,--,0.06%,15.57,0.01,15.55,15.57,4461073,70270283,108600--,0.52%,0.52%,-1.27%,-1.17,1.42%,3.06,7908656100,4902105800,61.98%,2500345,1960728,1.28,--,无,无,0.07,0.62,,-36825067,3.3,-0.07,消费电子零部件及组装,消费电子,15.56,15.77,1.35%,16.09,15.41,1.43%,9.03%,-2.32%,-37.97%,4.37%,100,12543,10761,--,21.78,--,507941950,314843020,-51748039亿,-151.40%,4.72,1,-13.17,--,--,--
SZ300921,南凌科技,--,0.06%,16.66,0.01,16.66,16.68,1438112,24126183,13400--,0.00%,0.00%,-1.42%,-0.7,2.34%,55.9,2191752400,1025279220,46.78%,817760,620352,1.32,--,无,无,0.15,0.72,34.98,30538880,2.7,0.232,通信服务,通信服务,16.65,16.9,1.50%,16.96,16.48,-6.30%,-3.03%,-9.11%,-21.86%,2.88%,58600,3600,5330,--,59.59,--,131557770,61541370,35341793亿,-0.55%,6.18,2,-26.31,--,--,--
SZ002890,弘宇股份,--,0.06%,16.71,0.01,16.71,16.73,1156058,19359005,14200--,-0.30%,-0.30%,-1.12%,-0.21,1.60%,-19.76,1559678000,1203801720,77.18%,655384,500674,1.31,--,无,无,-0.36,0.74,65.28,8741893,2.75,0.094,农用机械,专用设备,16.7,16.9,1.20%,17.16,16.5,-10.88%,-17.52%,-15.86%,-3.58%,3.95%,1700,4800,3417,--,-57.92,--,93338000,72040797,9599382亿,-8.89%,6.07,6,9.39,--,--,--
SH688222,成都先导,--,0.06%,17.07,0.01,17.07,17.08,1228305,21067992,2200--,0.00%,0.00%,-0.76%,-0.48,0.44%,38.85,6839607600,4782192700,69.92%,595722,632583,0.942,--,无,无,-0.06,1.49,191.8,-7058057,5.34,-0.02,医疗研发外包,医疗服务,17.06,17.2,0.82%,17.41,16.9,0.00%,-0.70%,14.64%,-27.18%,2.99%,1321,800,2207,0,-27.93,--,400680000,280151890,-9825393亿,-134.20%,3.2,0,11.92,--,--,--
SH688128,中国电研,--,0.06%,17.16,0.01,17.16,17.2,720022,12440223,7016--,-0.29%,-0.29%,-0.92%,-0.69,0.75%,42.61,6941220000,1648818600,23.75%,384939,335083,1.15,--,无,无,-0.04,0.49,21.34,166771170,2.81,0.41,其他专用设备,专用设备,17.15,17.32,0.99%,17.51,17.11,-5.87%,-8.28%,-9.68%,-41.25%,2.33%,5553,200,2055,0,-54.59,--,404500000,96085000,183714540亿,6.54%,6.1,3,7.29,--,--,--
SZ300731,科创新源,--,0.06%,18.09,0.01,18.08,18.09,2331392,42514035,53600--,0.00%,0.00%,-1.42%,-0.8,1.98%,-0.4,2287151300,2135343500,93.36%,1198710,1132682,1.06,--,无,无,-0.31,0.95,,-21193339,3.72,-0.168,其他橡胶制品,化工合成材料,18.08,18.35,1.49%,18.65,17.8,-7.99%,-9.32%,-22.73%,-50.44%,4.70%,10600,300,4438,--,-56.94,--,126431804,118039992,-26386561亿,-200.60%,4.87,5,89.01,--,--,--
SH688553,汇宇制药-W,--,0.05%,18.7,0.01,18.7,18.72,228510,4312658,2188--,-0.11%,-0.11%,-1.53%,-0.93,0.44%,23.53,7921320000,977958560,12.35%,159447,69063,2.31,--,无,无,0.08,0.97,22.13,169702740,2.18,0.4,化学制剂,化学制药,18.69,18.99,1.61%,19.05,18.7,-5.84%,-8.06%,-10.53%,-44.04%,1.87%,27123,2700,367,--,100,--,423600000,52297249,173182140亿,-34.13%,8.59,4,-23.81,--,--,--
SZ300761,立华股份,--,0.05%,37.52,0.02,37.51,37.52,1772972,67319410,24600--,-0.03%,-0.03%,-1.13%,-1.2,0.55%,-23.84,17251790000,12066774400,69.95%,943630,829342,1.14,--,无,无,0.01,0.68,,-155126950,2.35,-0.337,畜禽养殖,养殖业,37.5,37.95,1.20%,38.74,37.15,-2.06%,-9.57%,-18.10%,-0.77%,4.24%,2500,10900,8404,0,4.56,--,459802500,321609130,-144906470亿,44.64%,15.99,5,-1.97,--,--,--
SH688393,安必平,--,0.05%,20.6,0.01,20.6,20.68,170425,3551425,4850--,-0.96%,-0.96%,-1.44%,-1.16,0.28%,-17.27,1922804000,1247774960,64.89%,101128,69297,1.46,--,无,无,-0.02,0.94,30,35205636,1.58,0.38,体外诊断,医疗器械,20.59,20.9,1.51%,21.11,20.52,-1.90%,-5.98%,-9.65%,-31.79%,2.87%,2973,200,294,0,-40.92,--,93340000,60571600,34083618亿,-30.81%,13.03,0,9.57,--,--,--
SZ301192,泰祥股份,--,0.05%,20.71,0.01,20.71,20.72,1868624,38978243,72200--,-0.19%,-0.19%,-0.91%,-0.72,7.48%,15.15,2068929000,517232250,25.00%,933900,934724,0.999,--,无,无,0.12,0.96,33.97,28997726,3.78,0.29,汽车零部件,汽车零部件,20.7,20.9,0.97%,21.19,20.63,-11.34%,-11.57%,-24.08%,5.50%,2.71%,9200,8600,5496,--,7.58,--,99900000,24975000,33114591亿,-24.66%,5.48,6,-68.07,--,--,--
SZ301053,远信工业,--,0.05%,20.94,0.01,20.94,20.95,326065,6898217,8600--,-0.43%,-0.43%,-2.15%,-1.03,1.27%,31.07,1711897400,537261200,31.38%,201031,125034,1.61,--,无,无,0,1.07,19.29,48109582,3.11,0.59,纺织服装设备,专用设备,20.93,21.4,2.25%,21.41,20.9,-5.33%,-8.92%,-6.06%,-29.26%,2.44%,6400,700,1348,--,--,--,81752500,25657173,57054051亿,7.84%,6.73,5,0,--,--,--
SH600875,东方电气,--,0.05%,21.32,0.01,21.31,21.32,17219181,366553920,269600--,0.14%,0.14%,-0.93%,0.15,0.86%,-37.08,66492982000,42767549000,64.32%,7645493,9573688,0.799,--,无,无,-0.07,0.58,24.49,1774136100,1.98,0.57,其他电源设备,电力设备,21.31,21.52,0.99%,21.6,20.96,-5.91%,-7.30%,8.22%,0.61%,3.00%,49500,42255,32866,0,-20.24,--,3118807800,2005982600,2069445600亿,31.59%,10.79,1,10.45,--,--,--
SZ301072,中捷精工,--,0.04%,23.39,0.01,23.39,23.4,948376,22366595,42300--,-0.04%,-0.04%,-0.51%,-0.83,2.84%,-45.82,2457231800,780168770,31.75%,514448,433928,1.19,--,无,无,0.1,0.79,72.86,11623772,3.16,0.11,汽车零部件,汽车零部件,23.38,23.51,0.56%,23.98,23.21,-10.69%,-14.35%,-10.79%,-38.46%,3.29%,9600,25600,3335,--,40.57,--,105054800,33354800,12084567亿,-52.30%,7.39,4,-25.58,--,--,--
SH688162,巨一科技,--,0.04%,46.9,0.02,46.89,46.9,746438,35449256,3450--,-0.21%,-0.21%,-1.96%,-1.26,2.72%,-13.18,6441597800,1285060000,19.95%,424103,322335,1.32,--,无,无,-0.14,0.93,63.76,62641926,2.53,0.46,其他专用设备,专用设备,46.88,47.84,2.05%,48.5,46.81,-6.48%,-8.36%,-14.79%,-52.48%,3.60%,200,670,2737,--,-35.75,--,137347500,27400000,63089885亿,-32.10%,18.53,2,19.91,--,--,--
SZ300207,欣旺达,--,0.04%,24.01,0.01,24.01,24.02,13493938,324945860,312934--,-0.08%,-0.08%,-0.83%,-0.3,0.86%,-45.2,41264226000,37715436000,91.40%,7387417,6106521,1.21,--,无,无,0.02,0.73,61.54,372028720,2.76,0.216,电池,电力设备,24,24.21,0.88%,24.39,23.76,-6.90%,-3.15%,-12.05%,-42.96%,2.63%,14866,4200,22625,0.01,4.78,--,1718626700,1570822000,337103380亿,-39.72%,8.7,2,-3.42,--,--,--
SH603229,奥翔药业,--,0.04%,24.41,0.01,24.41,24.42,7491923,184996870,142736--,0.00%,0.00%,-1.21%,-1.16,1.86%,-16.65,9809566200,9809566200,100.00%,4134155,3357768,1.23,--,无,无,-0.09,1.01,52.66,123023477,7.27,0.31,原料药,化学制药,24.4,24.71,1.27%,25.44,24.14,-2.16%,-6.33%,-9.89%,-5.88%,5.33%,6564,14100,21022,0,-16.86,--,401866700,401866700,141202570亿,48.78%,3.36,1,7.98,--,--,--
SH688355,明志科技,--,0.04%,25.25,0.01,25.25,25.26,2082346,51740444,53082--,-0.16%,-0.16%,0.20%,1.6,6.04%,-3.76,3107711700,870084300,28.00%,1198691,883655,1.36,--,无,无,0.16,0.82,37.88,6328274,3.01,0.05,金属制品,通用设备,25.24,25.2,-0.16%,25.6,24.31,-7.17%,-4.43%,-3.66%,-23.58%,5.11%,10564,1072,4391,0,8.77,--,123077692,34458784,5104912亿,-86.72%,8.39,1,-41.29,--,--,--
SZ002864,盘龙药业,--,0.03%,29.17,0.01,29.17,29.18,2157375,63835068,42500--,0.03%,0.03%,-0.71%,-1.44,3.90%,76.91,2528531300,1613464400,63.81%,1108775,1048600,1.06,--,有,无,0.02,0.97,26.44,44869566,3.08,0.518,中药,中药,29.16,29.38,0.75%,30.16,28.96,-3.89%,-12.14%,-10.80%,-6.36%,4.12%,11000,100,7182,--,2.49,--,86682595,55312458,53180563亿,5.77%,9.47,3,-21.72,--,--,--
SZ300285,国瓷材料,--,0.03%,30.02,0.01,30,30.02,1762790,53273231,20900--,0.00%,0.00%,-0.92%,-0.67,0.22%,-48.84,30134386000,23664652000,78.53%,1054519,708271,1.49,--,无,无,0.01,0.6,37.5,402861670,5.23,0.4,电子化学品,电子化学品,30.01,30.3,0.97%,30.7,29.78,-3.78%,-4.91%,-5.30%,-29.30%,3.07%,1000,300,6257,0,18.1,--,1003810340,788296190,473506910亿,2.14%,5.74,4,-0.71,--,--,--
SH600570,恒生电子,--,0.03%,33.52,0.01,33.51,33.52,11899406,402772720,133100--,0.15%,0.15%,-1.03%,-0.98,0.63%,-28.38,63688216000,63688216000,100.00%,6658222,5241184,1.27,--,无,无,-0.02,1.25,97.58,-95797484,11.16,-0.05,软件开发,计算机应用,33.51,33.87,1.07%,34.65,33.31,2.20%,-6.13%,-0.36%,-29.77%,4.00%,400,40086,30579,0,-13.3,--,1900006400,1900006400,-107756498亿,-113.40%,3,0,7.17,--,--,--
SH600845,宝信软件,--,0.03%,37.76,0.01,37.76,37.78,2520164,95599487,26640--,0.00%,0.00%,0.03%,-0.46,0.18%,59,74620561000,54278580000,72.74%,1241189,1278975,0.971,--,无,无,0,0.64,39.92,990599490,7.31,0.501,IT服务,计算机应用,37.75,37.75,0.00%,38.55,37.62,-3.18%,-7.34%,-0.66%,-17.95%,2.46%,5960,800,9709,0,-20.27,--,1976180100,1437462400,1133696290亿,5.34%,5.17,4,1.08,--,--,--
SZ300896,爱美客,--,0.02%,488.1,0.1,488.1,488.18,1220141,597044030,9260↑,-0.07%,-0.07%,-1.59%,-0.25,1.38%,-45.49,1.06E+11,43234167000,40.94%,716433,503708,1.42,--,有,无,0.04,0.73,94.01,590970770,20.47,2.73,医疗美容,美容护理,488,496,1.64%,502.6,481.1,5.43%,-10.77%,-12.68%,-8.60%,4.41%,40,1743,10022,0.01,6.08,--,216360000,88576453,689328480亿,38.90%,23.84,1,-64.6,--,--,--
SH688392,C骄成,--,0.02%,113.32,0.02,113.3,113.32,4418853,495676860,34015--,0.00%,0.00%,-1.46%,1.01,25.33%,62.28,9292240000,1977133500,21.28%,2472621,1946232,1.27,--,无,无,-0.89,0.45,101.6,77925000,5.49,0.663,电池,电力设备,113.3,115,1.50%,117.19,106.87,59.20%,59.20%,59.20%,59.20%,9.11%,24184,9396,9793,--,-3.61,--,82000000,17447348,58162089亿,69.37%,20.66,3,1163.8,--,--,--
SZ300820,英杰电气,--,0.02%,114.65,0.02,114.64,114.65,2413498,272573750,200--,-0.03%,-0.04%,-1.67%,1.49,5.32%,-57.89,16466477000,5205418200,31.61%,1370375,1043123,1.31,--,无,无,0.04,0.89,79.61,122019216,12.87,0.85,其他电源设备,电力设备,114.63,116.6,1.72%,116.6,109.05,7.86%,17.60%,27.64%,92.37%,6.59%,1200,3575,10432,--,1.25,--,143623880,45402688,140099390亿,68.18%,8.91,0,-10.19,--,--,--
SH688190,云路股份,--,0.01%,80.36,0.01,80.11,80.36,186657,14907690,2579--,0.31%,0.31%,-1.03%,0.61,0.68%,-9.66,9643200000,2205965200,22.88%,103851,82806,1.25,--,无,无,0.05,0.46,64.86,90129459,5.12,0.75,其他金属新材料,金属新材料,80.35,81.2,1.06%,81.2,79.19,-1.10%,-4.62%,2.15%,-31.98%,2.50%,2544,706,709,--,23.46,--,120000000,27451035,100225834亿,47.28%,15.69,0,-9.59,--,--,--
SZ300833,浩洋股份,--,0.01%,95.31,0.01,95.2,95.31,443700,42125726,5200--,0.05%,0.05%,-1.38%,0.39,2.10%,-70.37,8037206400,2009325400,25.00%,242450,201250,1.2,--,无,无,-0.14,0.67,28.97,175622260,4.1,2.08,其他专用设备,专用设备,95.3,96.64,1.41%,96.64,93.58,-5.83%,-5.25%,-12.42%,18.80%,3.21%,200,10800,2847,--,-33.71,--,84327000,21082000,215128540亿,414.80%,23.23,5,51.75,--,--,--
SZ301270,汉仪股份,--,0.00%,29.27,0,29.26,29.27,1967494,58322605,55900--,-0.10%,-0.10%,-2.37%,-1.27,10.32%,-52.21,2927000000,557799620,19.06%,1123647,843847,1.33,--,无,无,0.18,0.71,42.52,46500000,2.76,0.261,软件开发,计算机应用,29.27,29.98,2.43%,30.44,29.02,-14.44%,-15.94%,-25.92%,13.98%,4.85%,1500,7200,6525,--,5.76,--,100000000,19057042,29087029亿,3.71%,10.62,0,-94.94,--,--,--
SZ301082,久盛电气,--,0.00%,17.5,0,17.5,17.51,1936790,34045915,51700--,0.00%,0.00%,-1.74%,-0.45,5.41%,-0.96,2828864700,626748780,22.16%,1001190,935600,1.07,--,无,无,0.12,0.68,29.82,47855985,2.68,0.3,线缆部件及其他,电力设备,17.5,17.81,1.77%,17.88,17.31,-7.36%,-13.71%,-13.58%,-28.77%,3.26%,700,5700,5148,--,9.3,--,161649410,35814216,57431804亿,16.97%,6.52,6,-52.52,--,--,--
SZ301046,能辉科技,--,0.00%,28.5,0,28.5,28.51,1852995,52902272,48100--,-0.04%,-0.04%,-1.32%,-0.17,3.14%,-15.99,4269015000,1679986700,39.35%,1053223,799772,1.32,--,无,无,0.18,0.76,79.66,16046563,5.67,0.11,专业工程,建筑装饰,28.5,28.88,1.33%,29.12,27.94,-2.63%,-5.00%,-16.59%,-43.34%,4.14%,100,3300,5263,--,21.46,--,149790000,58946900,16981908亿,-75.86%,5.03,2,-29.86,--,--,--
SZ300969,恒帅股份,--,0.00%,72.16,0,72.16,72.2,1373700,100103175,1300--,0.08%,0.08%,-1.00%,-0.99,6.87%,54.39,5772800000,1443200000,25.00%,743598,630102,1.18,--,无,无,-0.43,1.3,47.71,66700292,6.92,0.83,汽车零部件,汽车零部件,72.16,72.89,1.01%,74.3,71.41,-9.26%,-10.27%,-12.10%,-27.72%,4.00%,2300,200,7581,--,-34.12,--,80000000,20000000,77064764亿,8.80%,10.43,6,99.66,--,--,--
SZ300920,润阳科技,--,0.00%,16.76,0,16.76,16.78,357600,6028348,1800--,0.00%,0.00%,-0.89%,-0.58,0.72%,-1.69,1676000000,829776440,49.51%,198463,159137,1.25,--,无,无,-0.06,0.87,25.91,28471356,1.48,0.28,其他塑料制品,化工合成材料,16.76,16.91,0.89%,17.04,16.71,-6.26%,-9.06%,-13.96%,-49.67%,1.97%,1500,5900,1377,--,-100,--,100000000,49509334,33763919亿,-47.14%,11.35,4,10.49,--,--,--
SZ300908,仲景食品,--,0.00%,37.12,0,37.11,37.13,928400,34868592,8700--,0.24%,0.24%,-2.85%,-1.18,2.40%,65.35,3712000000,1436126400,38.69%,509261,419139,1.22,--,无,无,-0.03,0.72,32.95,63135869,2.41,0.63,调味发酵品,食品加工制造,37.12,38.21,2.94%,38.5,36.8,-2.85%,-2.93%,-3.81%,-30.88%,4.58%,1500,100,4338,--,-8.24,--,100000000,38688750,72382606亿,-8.61%,15.43,0,5.53,--,--,--
SZ300894,火星人,--,0.00%,26.34,0,26.34,26.35,1500749,39855544,25154↓,0.00%,0.00%,-1.42%,-0.82,1.33%,24.64,10667700000,2963250000,27.78%,784248,716501,1.09,--,有,无,0.06,1.07,28.46,138458860,7.14,0.34,厨卫电器,厨卫电器,26.34,26.72,1.44%,27.09,26.1,-6.76%,-17.12%,-13.16%,-45.77%,3.76%,1846,900,4071,0,12.04,--,405000000,112500000,152284030亿,-0.60%,3.69,7,9.83,--,--,--
SZ300849,锦盛新材,--,0.00%,12.25,0,12.25,12.26,1155050,14168279,4900--,-0.24%,-0.24%,-0.08%,-0.13,1.30%,-38.02,1837500000,1091764570,59.42%,601200,553850,1.09,--,无,无,-0.03,0.79,5003,2702585,2.74,0.02,化妆品,美容护理,12.25,12.26,0.08%,12.35,12.21,-2.78%,-1.92%,-0.89%,0.74%,1.14%,5300,1700,1813,--,-10.88,--,150000000,89123638,2226079亿,-79.09%,4.47,1,7.15,--,--,--
SZ300831,派瑞股份,--,0.00%,11.33,0,11.32,11.33,2858600,32537068,67000--,0.09%,0.09%,-1.31%,-0.46,1.55%,-19.18,3625600000,2090206400,57.65%,1508800,1349800,1.12,--,无,无,0.01,0.74,49.3,31551391,4.38,0.099,分立器件,半导体及元件,11.33,11.48,1.32%,11.59,11.22,-6.60%,-10.08%,-17.42%,-42.55%,3.27%,20400,28500,6861,--,3.2,--,320000000,184484240,36305693亿,177.00%,2.59,6,2.26,--,--,--
SZ300814,中富电路,--,0.00%,15.99,0,15.99,16,679300,10931562,11500--,-0.19%,-0.19%,-0.68%,-0.64,1.55%,2.13,2810978000,702920400,25.01%,362922,316378,1.15,--,无,无,-0.06,0.7,28.38,46302546,2.61,0.26,印制电路板,半导体及元件,15.99,16.1,0.69%,16.35,15.91,-6.49%,-7.89%,-14.45%,-34.95%,2.75%,17900,2300,1883,--,-43.06,--,175796000,43960000,52318046亿,6.28%,6.12,5,8.21,--,--,--
SZ300802,矩子科技,--,0.00%,18.31,0,18.31,18.35,1576041,29268114,29974--,0.11%,0.11%,-1.08%,-1.42,1.05%,74.46,4759207900,2756238000,57.91%,851087,724954,1.17,--,无,无,0.04,1.26,60.09,35999594,4.37,0.14,其他自动化设备,自动化设备,18.31,18.51,1.09%,18.96,18.29,-5.62%,-8.22%,-8.13%,-25.74%,3.66%,2226,300,2721,--,15.03,--,259923970,150531840,43190327亿,-37.43%,4.19,4,-7.7,--,--,--
SZ300690,双一科技,--,0.00%,16.4,0,16.4,16.41,1936350,31798223,25500--,0.06%,0.06%,-0.55%,-0.13,1.77%,-10.88,2727527600,1797932800,65.92%,966250,970100,0.996,--,无,无,0.03,0.64,41.34,21262927,2.1,0.13,风电设备,电力设备,16.4,16.49,0.55%,16.72,16.13,-6.92%,-9.54%,-16.28%,-40.79%,3.60%,1600,4900,7660,--,18.84,--,166312660,109630047,27476190亿,-79.89%,7.82,7,-2.31,--,--,--
SZ300674,宇信科技,--,0.00%,13.4,0,13.39,13.4,5143557,69576917,55800--,0.00%,0.00%,-1.18%,-0.95,0.73%,-28.96,9535790200,9423649700,98.82%,2932242,2211315,1.33,--,无,无,0.04,0.61,24.86,121308344,2.49,0.18,IT服务,计算机应用,13.4,13.56,1.19%,13.85,13.3,-10.67%,-13.44%,-11.67%,-43.46%,4.10%,9220,1690,10030,0,27.15,--,711626140,703257440,129236486亿,-9.19%,5.38,6,-5.83,--,--,--
SZ300650,太龙股份,--,0.00%,10.54,0,10.54,10.55,6897387,73550401,175530--,0.29%,0.29%,-1.50%,-1.17,4.61%,18.1,2300841200,1575390000,68.47%,3331170,3566217,0.934,--,无,无,-0.18,0.74,26.85,37985670,2.11,0.17,其他电子,其他电子,10.54,10.7,1.52%,10.86,10.51,-12.02%,-15.14%,-26.04%,-42.26%,3.32%,25870,37900,15566,--,-26.77,--,218296130,149467740,47670313亿,-49.55%,5.01,6,23.72,--,--,--
SZ300626,华瑞股份,--,0.00%,7.84,0,7.82,7.84,1234586,9713023,20800--,0.38%,0.38%,-1.38%,-0.35,0.70%,-48.9,1411200000,1390043800,98.50%,660036,574550,1.15,--,无,无,0,0.84,37.16,14233136,2.34,0.079,电机,电力设备,7.84,7.95,1.40%,8,7.75,-4.74%,-6.89%,-10.60%,-21.99%,3.19%,8000,6500,3438,--,--,--,180000000,177301500,17804865亿,-21.33%,3.35,4,0,--,--,--
